Id,vader_neg,vader_neu,vader_pos,vader_compound,roberta_neg,roberta_neu,roberta_pos,ID,Name,Stars,Title,Date,Description
611,0.169,0.754,0.077,-0.6705,0.861591756,0.123554967,0.014853253,611,Bitronic,1,Disappointed,,The Intel 13th gen CPUs have been a big disappointment. I originally had a faulty 13900KS which intel replaced with a 13900K and they refunded the difference of the 13900KS because they had none in stock. That was a loss of my original savings and no compensation by Intel.Next system will be an AMD for sure.
612,0.122,0.831,0.046,-0.5106,0.666178703,0.308358014,0.025463315,612,keli,1,Had to RMA CPU because of constant game crashes,,I am currently in the process of replacing this cpu since mine is defective. Read the threads and do research into how people have constant issues with these crashing. Upgrade to the 14th gen and skip the chance of a defect.
613,0,1,0,0,0.948300481,0.048922293,0.002777244,613,Michael C.,1,Bad CPU,,CPU caused blue screen issues non-stop
614,0.144,0.824,0.033,-0.7783,0.904280424,0.079555094,0.016164545,614,Jaxxy,1,Shipped 3 dead CPUs by amazon,,"I've just about had it.It takes about an hour and a half to uninstall old components, install new ones, and then inevitably have to reinstall old ones. I have wasted SO MUCH TIME because I've been shipped 3 dead CPUs by amazon to this date.This is my only outlet."
615,0.103,0.737,0.16,0.4535,0.693053544,0.251143783,0.05580261,615,Efren P.,1,Dead On Arrival!,,"What I dislike? You would think that you will not get a bad CPU from a reputable company, makes it more difficult to troubleshoot when building a computer with limited resources. This is the last component that you will think that it will go bad when troubleshooting. With this experience I have to give it a one star although it worked flawlessly after it was replaced."
616,0.203,0.596,0.201,-0.0129,0.724330723,0.252533883,0.023135381,616,Chris L,1,disappointed,,arrive dead on arrival. worked with intel for a while to troubleshoot post issues but no luck. turns out being a DOA..
617,0,0.822,0.178,0.6597,0.581830442,0.371659577,0.046510011,617,Mumen R.,1,Received Wrong and Used CPU,,"The CPU I received was not even LGA1700 and it was clearly used, I could see clearly remaining thermal paste and the label on the chip is completely erased"
618,0,1,0,0,0.760806382,0.226485327,0.012708295,618,John,1,"Do not purchase anything from this company , they sold me a defective CPU for $600",,"Non functional CPU , scaammer company"
619,0.052,0.948,0,-0.1232,0.907663107,0.085463524,0.006873436,619,Anthony,1,"I've ran intel forever, and this was the worst",,Not sure if Quality Control is out the door for intel but the speeds on my chip were atrocious. It ran slower and took more power than a 12700k.
620,0.221,0.779,0,-0.6249,0.778438866,0.209966689,0.011594451,620,Douglas Pilcher,1,Sent opened processor. Was defective. Returned no refund as of yet.,,Sent opened processor. Was defective and returned and shows received on May 17th and still no refund has been issued.
621,0.8,0.2,0,-0.6115,0.857530713,0.131392211,0.011077096,621,é³å®é,1,totally a scam,,totally a scam
622,0,1,0,0,0.609626591,0.375496209,0.014877232,622,Leon,1,There is instability,,default frequency cannot pass r15
623,0.683,0.317,0,-0.6486,0.450299978,0.490485013,0.059215035,623,Daniel Colmenares,1,Item arrived dead on arrival.,,Dead on arrival.
624,0.061,0.796,0.144,0.8911,0.566108286,0.330071151,0.103820562,624,Randall,2,Very unreliable processor,,"Since I bought this processor, I have had nothing but trouble. I wish I'd just returned it, but I had rose-tinted glasses. It couldn't be Intel's fault, I mean, I've had dozens of intel CPUs over the years, and never had a problem. But this thing....How do I know IT is the problem? When I set CPU affinity in Task Manager and limit the number of cores software has access to, everything runs fine. Slicing, games, my frigging web browser even!But if I unlock those applications and go 'all cores', stuf crashes left and right, the CPU bluescreens regularly, simple things like comfyUI crash the browser just by clicking on a node. HellDivers 2 can only be played between 2 and 10 minutes without crashing. All bets are off if I have 4 players.Just avoid this model. Get a different one or wait for the next iterationl."
625,0.045,0.877,0.078,0.666,0.554509521,0.319163859,0.126326576,625,Dan,2,MUST have good watercooling -- Too Hot,,"I tried this CPU with and without a motherboard contact heat sink + Corsair H100x RGB Elite Liquid CPU.Although baseline is about 33C on HWINFO, when using Cinebench -- it eventually starts thermal throttling after starting at 85CPeaks at over 360W, for just the CPU -- so this CPU needs a professional cooler, as the two fan cooler was working but just couldn't keep up with how insanely hot this thing runs.I tried using everything, from different thermal pastes and liquid metal -- all of which failed.Most people probably buy this CPU and have no idea that it's beeing throttled during benchmarking.I was sadened by all the posts on redit mentioning to undervolt or turn off multicore optimization, lol...Great CPU if you don't care about electricity and have a great cooler."
626,0.308,0.638,0.054,-0.9073,0.968987823,0.027621783,0.003390385,626,M.C,2,Faulty product,,It's not Amazon's issue but the processor I bought is faulty. I'm experiencing crashes while playing games. It's so annoying and so time-consuming. I had so many stressful moments because of this.
627,0.05,0.782,0.168,0.969,0.428089112,0.420553982,0.151356876,627,Bushcrafter1984,2,Heat issues with this 13900k,,"Took me forever to figure this out, but I can't reach rated speeds on my 13900k due to throttling.SP 111/88 = 103Cooling: 170When the throttle happens, both P-cores and E-cores drop, causing performance hits in normal tasks as well as games. ASUS motherboard at default settings attempts to send extreme amounts of voltage to the CPU (1.4+) in order to reach boost rating (no XMP).This has literally been the most difficult processor to reign in heat I've had to deal with in my 30 years of computing, AMD is starting to look good I guess (which is why I switched to and have remained with intel for 20 years, AMD ran hot back in the day). Apparently even the 14900k's are having issues.It's power hungryIt's hotNot enough surface area to cool appropriately without risking your warrantyLiterally every solution I've seen involves doing things Intel recommends against.Intel: Some help would be appreciated."
628,0.061,0.781,0.158,0.93,0.630450249,0.29198873,0.077561013,628,Bradley Hart,2,Nothing But Issues,,"I've had nothing but issues with this processor. It's a personal heater, causes tons of crashes, and can even blue screen from time to time. I've installed many processors and built plenty of PCs and i've never had any issues. For whatever reason i've had and heard of a lot of issues with the 13th gen. I hope this is only me and a select few rather than the product just being bad. I've always been an Intel and Nvidia user so trust me when I say I really wanted this to live up to the great reviews.Wouldn't recommend using this unless you have a good 360mm AIO."
629,0.029,0.753,0.219,0.8918,0.205181748,0.491969198,0.302849054,629,Sean Bowl Fan,2,Do not get this chip unless you are a data Scientist or something,,"This chip has cooling issues in gaming. Full stop. Really you should be looking at AMD X3D chips if you want the god chips, and if you want to stick with intel for reliability, the i5 does not bottleneck the 4090. If your cooling is TOP NOTCH, you will bottleneck a powerful graphics card via throttling. If you want a lot of coresfor some reason though, its pretty cool."
630,0.092,0.73,0.178,0.808,0.471654683,0.368844122,0.15950121,630,Cina Galloni,2,Overpriced,,"Performance leaves much to be desired at this price point. Fastest gaming CPU on the planet when I bought it (other than their special edition), but when youâre paying this much it better predict my every move and leave me with no processing time. Truly absolutely ludicrous pricing, same unreasonable pricing as NVIDIA. Buy a different intel CPU at half the price for a 5-10% performance difference instead. Same chips, different manufacturing luck."
631,0,1,0,0,0.841837883,0.143839911,0.014322232,631,albert,2,Overpriced,,Overpriced
632,0,0.801,0.199,0.9042,0.593585908,0.34318909,0.063225016,632,Rip,3,Smokinâ Hot and Not in a Good Way,,Very fast CP.if you can keep it from throttling. Requires at leadt a 360mm AIO to even attempt to cool this thing. Pretty sure even the best air cooler would be overwhelmed. Intel needs to control their power draw and heat. It ois becoming an issue with their high end chips. Itâs also way overpriced for what you get.
633,0.176,0.704,0.121,-0.5267,0.310223371,0.374496371,0.315280229,633,Doomsauce,3,Beware the poor quality control.,,"This is an amazing processor, however I went through two defective, factory new, 13900KFs before I got one that actually worked. The errors from the defective chips ranged from flat-out not working to symptoms that resembled defective memory(which it wasn't as I had 3 sets of ram and 4 seperate M.2's to test).Roll your dice and hope you get a good one. Intel RMA took about 3 weeks per defective processor."
634,0.054,0.792,0.154,0.864,0.064083382,0.214288205,0.721628368,634,Cranky Customer,3,Good CPU!,,"Liked everything about this item except for the packaging.  The CPU was inside the plastic protector but not secured inside the Intel branded box that the manufacturer placed it into.  When I received the package it made a sound like marbles dropping onto a glass top table!  I thought it was the end of the line for the CPU inside.  Wanted to send it back, but thought ahhhh, just give it a chance.  I did and it works fine.  I did take 2 stars for the lack of a decent packaging job by Intel.  For these prices, we are paying for better!"
635,0,0.548,0.452,0.5106,0.034342691,0.808484793,0.157172471,635,ludax,3,Too hot,,Even with a strong water cooling
636,0.057,0.875,0.068,0.3844,0.397073388,0.45619756,0.146729082,636,Srimanth,3,"3.0 out of 5 stars
It can be more efficient I guess",,"It is working almost same as my 10 yr old DELL XPS laptop, swapped with a SATA SSD, and i7 second gen processor. I don't know whats improved. But it's doing its job I guess.. in my 2 weeks of usage I have seen it's temprature rised above 80Â°C once. Wasn't expecting that from current refined and powerful generations. I am using liquid cooling on top of this. And yet it hit 80Â°C. What I was doing when that happened was trying to open a game. And one thing that I missed was to disable the integrated graphics because I have dedicated GPU. It was just for a moment the CPU was used during the game launch and after it started using the GPU. But until that switch happened, under less than a minute of CPU usage, it reached to 80Â°c. I mean since these are premium products, there should be some protection layers blocking such usages, and close the programs instead rather than hitting its performance.But anyways, I disabled the integrated device and then it's all smooth. Everything normal except for that one instance explained above. Parallel processing is still shitty though with Windows OS. Same kind of processors on Mac before Apple silicon came in were working more efficiently. So I guess it's prob with windows OS, but not processors."
637,0,0.848,0.152,0.3612,0.067429565,0.794815302,0.137755111,637,Papu82,3,"colis  dÃ©chirÃ© ,on croirait que l'on a cherchÃ© Ã  voir l'interieur",, it looks like we have tried© to see the inside.we will see in the assembly
638,0.069,0.861,0.07,-0.5926,0.419772565,0.471874654,0.108352832,638,Carlos Canales,3,"Amazing processor, but check your CPU power management in BIOS",,"So, first thing's first. This is a genuinely powerful CPU that's been able to handle basically every task that I've thrown at it. It runs demanding tasks like encoding and gaming with ease.Now with that out of the way; Thermals. This thing gets hot, and I mean REALLY hot. If you're going with air cooling I strongly recommend a double tower, six/eight pipe Air cooler like the Corsair A115 or a Cooler Master MA824. If you are going the AIO route, anything LESS than a 360mm AIO will under perform. For that, go with any 360mm AIO from any brand of your choice. If you have the space, go with a 420mm AIO for the best results.Finally, there has been recent reports of CPU degradation and instability when using this CPU. I am using this with an asus ROG STRIX Z790-H motherboard and it basically JUICED the CPU like no tomorrow until I applied intel's Power settings for this CPU. This likely is the cause of the degradation. Be sure to check intel's website for recommended power settings. Also check your motherboard vendor for any bios updates as Intel has confirmed that many motherboard vendors are running the i9 13900k CPU out of intel's specifications.In conclusion here's my personal experience: The CPU functions, but I can not use Asus' AI Overclocking feature as I get a BSOD with the CLOCK_WATCHDOG_TIMEOUT error and apps will randomly crash. You probably shouldn't use any AI assisted overclocking feature if you can help it. Even running this at stock, there is still a substantial amount of performance in this CPU. If you have an older rig and are looking to upgrade your CPU, I would just wait for Meteorlake or just go with AMD.Final note: I am not using a contact frame on my motherboard for my CPU."
639,0.045,0.874,0.082,0.6542,0.347504705,0.470349759,0.182145491,639,IndyToronto,3,Surprisingly Fast but watch out for corner chip escapes,,"We set up multiple computing servers to run heavy video processing algorithms essentially continuously everyday - to make a long story short, we liked how fast this ran compared to the i7-11th gen we had from before.The surprising thing is one day among 8 essentially identical machines, we noticed one desktop that seemed much hotter than the others.  We hooked up measurement of power draw and temperature readings of the CPUs and was shocked that this one was drawing 450W as others were showing < 200W.  And temperature went up to 100C while the others were at 70C.One system had a glitch where if you ran python and import numpy, it would reboot.  We determined the problem was that PSU only supported +12V rail at 20A.  We switched to a 600W PSU that supports +12V @50A and it worked flawlessly.  So watch out that your PSU supplies sufficient amps at +12V.Ordered a replacement, replacement brand new would not boot up.  We swapped back old CPU from, and it boots up but runs hot again.  This one we had to reduce workload to 75% of other systems to cool it down.So 2 out of 10 desktops are defective  This is a huge surprise.  These systems had no GPU, only motherboard, 64GB of DDR5, and an SSD.  Has anyone else seen this?"
640,0.057,0.943,0,-0.5423,0.357045621,0.471844703,0.171109766,640,Eddy and Amelia,3,Firsr chip was a factory defect.,,Built my new pc. Thermals on the chip were high. Over 100Â°c when benchmarking.Kept shutting down the system.Trouble shot my mobo/aio/bios for a couple days.Rralized it was a hot chip or a bad heat sensor in it.Got the new one today. 81Â°c  uder full load.Never know what ur gunna get.Now i get to wait 30 days for my money back.At least its sorted.
641,0.194,0.806,0,-0.34,0.743532896,0.240492389,0.015974721,641,Alex,3,Keep a fire extinguisher,,"""911 whats your emergency?"" ""My cpu caught my house on fire"""
642,0,1,0,0,0.067306057,0.882078111,0.050615866,642,Caleb Jackson,3,Ordered new but received open and used,,Received CPU opened and used.
643,0,0.233,0.767,0.765,0.001990166,0.010729987,0.987279892,643,I R ALGAR,4,thank you its great,,thank you its great
644,0.063,0.84,0.097,0.9227,0.271423012,0.516810894,0.211766064,644,elviscera,4,Fast but runs very hot,,"Concerning Intel Core i9-13900KF,I have this CPU with board ASUS ROG Strix Z790-E Gaming WiFi 6E LGA 1700 for gaming usage.  Once I discovered that I had to slow the memory down from the 6600MHz XMP rating to 6200MHz, the board/cpu combo has worked very reliably  (multiple passes of OCCT Gold stress test).  Just checking the XMP II box,  the 6200MHz box and the (so called) AI overclocking box in the bios gives a score of 40K on Cinebench R23 so it's plenty fast -- the loss of 400MHz memory bandwidth isn't a big deal.  I tried various other adjustments but the latter turned out to be sufficiently fast and very reliable.  My current chip has a Silicon Predictor(SP) of 99 (roll of the dice).  I suspect that higher SP levels while possible are rare.I am using a ARCTIC Liquid Freezer II 360  AIO which works OK but the CPU can run hot.  The mother board cooling prediction for said AIO is 155 but that is not really enough for this chip to run all out.  It is easy to get this CPU up to 100C using OCT Power Stress test.  While the CPU might run at 100C for a long time, it will not do it any good and it will not run reliably -- I needed to check the 90C max box in the bios to get it to pass the OCCT power stress test.  I have a RTX 4090 and in the OCCT power test the net system power gets up to 1100W.  Normal gaming so far never gets to such power levels but still worth considering.FWIW, I have had a CPU apparently fail from running the OCCT Power Stress test.  If you want to run this CPU all out with reasonable temps, you really need significant cooling.  I doubt any AIO will work for this.  I suggest an open loop system with something like a Watercool MO-RA3 420 PRO radiator.All said, If you are building a gaming system, you would be just as well served with a ASUS ROG Strix Z690-E and a i9-12900KF CPU.  It will be easier to cool and will save you some money for a better graphics card which will make *much* more difference in most games than the CPU."
645,0,0.812,0.188,0.4588,0.004527419,0.068067908,0.927404642,645,John M. Macros,4,Faster than expected,,"Havent used intel in a long time, glad I went with it and an aio cooler"
646,0,0.345,0.655,0.2263,0.139936581,0.559385538,0.300677896,646,JosÃ© Luis Ballesteros,4,FÃCIL DE INSTALAR,,okay product
647,0.057,0.757,0.185,0.7874,0.448035598,0.43175602,0.120208457,647,Rob,4,Fast but runs hot,,"This CPU is extremely fast but it gets hot under load. Even with my Thermaltake Toughliquid AIO360 it still reached 90 degrees while playing Cyberpunk on ultra settings. While itâs considered safe up to 100 degrees, Iâm not comfortable with that much heat. May end up building a custom loop for better cooling."
648,0,0.829,0.171,0.5487,0.018843845,0.321812212,0.659343898,648,Gary M.,4,This Puppy Runs HOT,,"Got it attached to a 360 radiator, able to cool it perfectly -- But after around 10 minutes of gaming, my room turns into a sauna!"
649,0.033,0.799,0.168,0.9474,0.049763292,0.408914328,0.541322351,649,Bheku,4,"Works, but with needed system configuration",,"I initially got a 13700K, but grabbed this after and snubbed the 14 gen. I upgraded from 8700K, ***which is still a very capable cpu even today, but due to the demands of certain programs the 13900K is handling them better than the 13700K so far.Fingers crossed to hoping it will not fail in future. There are well documented power issues that Intel and their partners have with the 13th, 14th gen. May be an upsell to the upcoming ultra line of cpus?So you have to take this into account and modify your motherboards bios, and follow Intel's suggested settings.I will update this review if anything come up."
650,0,0.819,0.181,0.4767,0.805733323,0.172786623,0.021480028,650,David W. Knight,4,Gaming,,"Got it for my gaming machine, but all my games crashed when trying to play."
651,0.112,0.668,0.22,0.8929,0.281041265,0.340409964,0.378548741,651,Oscar Burga,4,"Great processor, but failed quickly",,"This CPU unit is a beast, upgraded from a i7 8700k...the improvement was HUGE. Doubled my FPS in WoW, and there is no more lag! Nevertheless, after 6 months of regular use, it started failing...many kernel errors until it finally became useless. I could, somehow, return it to INTEL (from PerÃº to USA). Great support outside US...but such a complex and expensive unit cannot fail that quickly without heavy usage, at least in my opinion."
652,0.147,0.831,0.022,-0.872,0.326621056,0.585771859,0.087607078,652,Prodigy,4,"Great CPU, go with an i5 or i7 if just gaming though",,"Using Phantek Glacier D30 360mm cooler, during heavy stress load it gets around 82-84C. Just gaming in heavy modded Skyrim, FFXIV, and Total Warhammer 3 stays around 50-55C.Those complaining about temps higher than that while just gaming likely do not have their cooler mounted properly or too low end of a cooler.Make sure coolers plastic film is removed from metal block if it has that, apply plenty of thermal paste if cooler doesnt come pre applied with any, and evenly screw on the mounting screws to keep pressure as evenly as possible till all are set."
653,0,0.868,0.132,0.438,0.046607003,0.36966446,0.583728552,653,Lyd S.,4,"So far, so good",,"This was bought for my son's custom build gaming  computer.Only a few weeks in, but I haven't heard any complaints from him."
654,0.069,0.806,0.125,0.8286,0.079067856,0.216411963,0.704520226,654,Daniel Zuniga,4,Recommend Extreme Caution,,"This thing puts enough heat out to power a thermal generator, and I really am not kidding. Water cooling ONLY unless you want to melt your board or destroy the high dollar part. I would also recommend a large radiator too, 3 fan coverage. This thing is an excellent space heater.Outclasses thread ripper by almost double its paces per benchmarking in multicore. Handles everything I throw at it then yawns at me as if it was boring and mediocre work.Simply put, leader of the pack right now and handles literally anything Iâve tried to hit it with, even running multiple games at once (when combined with a good GPU, naturally).I have zero complaints. Iâve learned to hate a lot of intel items over the years, but this truly is a marvel."
655,0.146,0.774,0.08,-0.8572,0.037578903,0.177734673,0.784686387,655,Wahub,4,it's pretty Good but not enough power for RTX 4090 & 4080,,"It comes with CPU only in a box & without a Fan, so you need to buy an LGA1700 Fan Support, it running Quit Good, but not the Greatest yet for RTX 4090, 4080, because the GPU usage will reach 95-98, it doesn't go %99 all the times so there's a bit of CPU bottleneck even at 4K Resolution & it gets even worst CPU bottleneck in 1440p or 1080p, so i think the Core i9-14900K or 15900K will get the job done no CPU bottleneck, i used this with ASUS ROG Strix Z790-F Gaming DDR5 it works great!Thanks to the seller is Trusted!"
656,0.036,0.885,0.079,0.5106,0.430869758,0.439992577,0.129137635,656,Snowstorm,4,Too hot,,This processor produces too much heat. Forget obout overclocking (I tried Intel utility). In overclocked mode the processor consumes over 300W and heats to over 100C even with the best cooler. Without overclocking it consumes about 250W and heats up to 89C under the full load (which is acceptable).
657,0,1,0,0,0.066587351,0.613526762,0.31988591,657,Gabriel,5,I9,,Excelente 
658,0,1,0,0,0.020434152,0.443980098,0.535585761,658,Maicor HernÃ¡ndez,5,Exelente,,I received what I bought in a timely manner
659,0,0.762,0.238,0.9545,0.004800814,0.102903754,0.89229548,659,Zachary Stevens,5,Performance and consistency King,,"If you value the best gaming performance, workstation, content creation and overall consistency in performance. The I9 13900k is the best consumer CPU on the market. Paired with a Z790 motherboard, while tuned and with very fast DDR5 ram. The I9 13900k is significantly faster than AMDâs Ryzen 9 7950x in gaming and consistently faster in most workstation applications. If you want the best this is it."
660,0.048,0.755,0.197,0.8696,0.006249681,0.032916412,0.960833848,660,michelle r.,5,It's is a BEAST,,It is the single fastest processor in the world and it is great for it's price! It's 24 cores are a little disappointing because 16 of the 24 cores are efficiency cores leaving 8 cores to be the more powerful performance cores. The processor is unlocked and it can reach 5.8GHz! It is absolutely crazy! It is 100% worth it but make sure you have an AIO to keep it cool.
661,0.339,0.504,0.157,-0.4359,0.025829015,0.067411087,0.906759858,661,Carlos,5,One of the most powerful processors in the market!,,Would recommend it for your battle station. I could not be happier.
662,0.102,0.803,0.095,-0.0258,0.35811767,0.556392193,0.085490122,662,LeonZombie,5,Amazing for everything.,,You want quality? You pay for quality. You get quality with this cpu.
663,0,0.585,0.415,0.8313,0.002934881,0.013356358,0.983708739,663,Natasha,5,Will not need a upgrade for a couple of years,,Amazing. Really happy with the performance. Won't need to upgrade for a few years
664,0,0.273,0.727,0.8402,0.004681343,0.109106757,0.886211872,664,CRAIG DUFFY,5,Nothing but the best,,Super speed great quality ð
665,0.089,0.825,0.086,-0.0258,0.103418864,0.397467673,0.49911347,665,thebutlersebas,5,the shear power that i weld is amazing,,i like the shear process that i can do with my work and gaming and vr gamesthe only thing that i dislike is about is the price that's it
666,0,0.764,0.236,0.7579,0.003838876,0.047439795,0.94872129,666,Hayes,5,100% right out of the box,,Perfect right out of the box. Nice packaging 13900 is a beast. Running on 1350W PSU with water cooling sitting at 38c under load.
667,0.095,0.606,0.299,0.5719,0.003575791,0.169045925,0.827378273,667,emmanuel,5,Perfect,,No issue.work well handle all task with ease. Smooth and stay cool with Ã  big noctua dh15 at 46degree
668,0,1,0,0,0.137805045,0.634884357,0.227310643,668,Vantha S.,5,Great CPU,,Fast
669,0.025,0.834,0.141,0.9849,0.097504169,0.544106305,0.358389527,669,Nick B,5,Insane performance,,"Cinebench R23 scores: 40,345 MT / 2,284 STUpgrading from the Ryzen 5950X, this processor has some significant uplift, particularly in the single-core speed. Minimal overclocking headroom as Intel has already milked 90% of the performance on stock settings. However, with some tweaking, you're likely to get up to 6.2 Ghz boost behavior for single-core loads, and bump up the all-core boost to 5.7 Ghz (up from 5.5 Ghz stock). With some further tweaking of the voltage-frequency curve, you could probably tweak this even further. I'm not a big fan of all-core overclocks on these type of processors, as you will lose the boosting single-core speed. In my opinion, this processor shines for gaming because of its single-core boosting performance.Memory controller has been significantly improved over Alder Lake. I was easily able to get my DDR5 6400 XMP profile running without any tweaking. I'm pretty sure this can be easily pushed further, but it seems like around 6400 Mhz memory is the roughly the sweet spot in terms of price vs performance.Very power hungry, but despite the bad reputation from reviewers, the power consumption can be easily tamed. If you run power limits unlocked, you will likely be thermal limited due to thermal throttling at 100c. However, you don't need unlocked power limits - you're talking about a very small 5-10% performance uplift but using >100W more power to achieve this. I would suggest running it at stock power limits, or unlocked power limits but seriously consider undervolting.On a final note, I wouldn't consider getting the rumored 6.0 Ghz version of the 13900K in the future. The current 13900K can easily be pushed to >6 Ghz boost speeds and will save you money."
670,0.036,0.816,0.147,0.9984,0.082003698,0.372662425,0.545333922,670,s,5,good . temp issues are overblownw,,"i upgraded from 5900xt. I got the msi board z690 -a for 159, and this the 13900kf. I âve been wanting a cpu with an IGPU for years, but couldnât justify the price increase on the gpu version. I actually use a dgpu but it really is convenient, and they can be used to accelerate some work. Again, before you judge i'm using this for work, productivity. NOT gaming. I would spend 200 for a gaming cpu.my use case is productivity. iâm a developer, and this is the sole reason i upgraded. I was fighting windows freezing and slowing down during a lot of my workflows. I use wsl intellj, docker, react apps java etc, often at the same time. Itâs pretty noticeable the improvement. It really helped.  Like that i could use ddr4 for now since the boards are about 150 it was acceptable.Heat: The cpu gets a bad reputation due to heat and wattage. I put this in the bucket frankly that amd got as well. I mean itâs fine they are using as much power as needed to maximize perf. I limited the cpu to 250w, and it runs on a d15 cooler than my 5900, Full load can get up to high 80c, but working is 30âs. you lose very little perf by running it more in the zone. I don't know about other boards but that msi one sure makes it easy and the price if right.About the cpu: it has a ton of cores, I didn't need to buy ddr5--  i need quite a lot of ram and it still costs too much for the benefit it provides in my workload. The memory controller on 13gen is far better than ryzen 5000 series. I couldn't before get my ddr4 stable at 4000 on the 5900x and it did it on the intel one immediately. Indeed i was even able to tighten up the timings just a touch. So modern processors (and i'd assume the amd ones as well) have made welcome improvements to memory support. Id' say if you don't need as much ram say 32gb, and you don't have ddr4 already to tide you over i'd consider getting ddr5 though.  I mean nothing is cheaper than what you have and 4k speed is fine. If i had nothing or maybe some old ram i'd go w/ ddr5.Price: For 570 itâs decent deal here. It is more than i love spending, but for what you get it is a lot better than what amd is offering at the time i write this which was 700.I do wish intel supported board reuse down the line, but that even can. be overblown (to an extent, and only an extent) though it's a selling feature to me frankly reuse!! I had to really think about that. I don't understand why intel is so stubborn on this subject.  with my amd cpu i went from 2700x to 5900x and the board went from a 470 to 570 because i waned more io and better pcie but i also gave that board to my kid and upgraded it one time. With intel especially I mean i just buy cheap boards anyway and upgrade more because there are a ton of features that get added half the time. I usually try to spend about 150 on a board, though it. is getting harder but it would be more my preference. I 'm not really onboard with the 600 motherboards. Is there a  300 one in-between i guess so but that's equally unappealing to me esp w/ out the upgrade.Tips/A rant if you will: trust me on this that msi board for 159 is so amazing. It really works great. donât worry about the vrm. thatâs also very overblown too. you can go calculate the amperage this will not come close. ALso msi is a great brand and the bios is easy to navigate. If you want fancy audio buy a dac that you can reuse and plug into usb and keep reusing it. Just think about what you really need in there. The msi board has a nice selection of pcie slots and well placed nvme. I use multiple gpu one nvidia gpu quatro for encoding (its a small one) and and amd one 6900 i bought for 570 for gaming. I just really love the layout connectivity and features of the board. They cut all the stuff i don't need and pared with the cpu it's all together about 700 for a cpu and board, pretty much as good as you can get."
671,0,0.698,0.302,0.5994,0.06983272,0.85581255,0.074354671,671,Kevin,5,i9 13900kf,,super avec intel tu trompe pas vous etre sa coche
672,0,1,0,0,0.10180299,0.76178354,0.13641347,672,NatureWhish,5,Super Produit !,,"livraison rapide, produit a la hauteur des performances."
673,0.03,0.751,0.219,0.9819,0.069270894,0.201542437,0.729186654,673,Barry,5,"Would never buy it again, but really glad I did.",,"This thing runs SO HOT. It literally tries to destroy itself.A lot of people underclock it to avoid the heat issues, but I instead just monitor it closely.Make certain you have a strong CPU cooler. Under load (GTA5 for instance) it absolutely will hit 90c+.I mostly use it for work (npm), where it shines. Dropped my built times from a Ryzen 7 from 15/20 minutes down to 5 minutes, which is Massive.I LOVE this cpu, but it is 100% a room heater. If you live in a cold climate and can open a window, this thing will Love your house. If you live in south texas and it's summer time, good luck!"
674,0,0.196,0.804,0.6249,0.004038795,0.066350155,0.929611087,674,Amazon Customer,5,Awesome,,Runs great
675,0,0.192,0.808,0.6369,0.012973281,0.121170729,0.865855932,675,fbN,5,purchase this one,,The best
676,0.158,0.706,0.135,-0.1007,0.002452917,0.015184028,0.982362986,676,Anthony,5,This right here is a top notch,,"Always been a fan of intel, the i9 13gen... is fire! Wouldn't get anything less."
677,0.154,0.801,0.045,-0.9846,0.33814308,0.451025248,0.210831672,677,Customer 2023,5,Fast,,"It's fast, and works better than my space heater for keeping the desk undersides warm. Too warm, really.UPS says the computer is using 575 watts during the CPU stress test, about 175 watts at idle. TPU is 253w ... so with the 80%+ PS inefficiency, 300w makes sense.When using the 3080 GPU with the i9 CPU ... well, the heat coming from the case is similar to a 1000w space heater, really. Now reconsidering my choice for only an 850w PS. 1000w would probably be a better idea for this beast.As for speed. That's relative. But I am coming from an i9-7900x, and this is 3x faster, and it feels 3x faster. Memory is slower, (4ch vs 2ch) -- so I had to use DDR5-6400 to get a similar memory bandwidth. Lost some latency, but the overall effect is the thing still seems plenty fast.I dislike the way the CPU case instantly jumps to 100c -- no thermal mass what-so-ever in the CPU case. Or I have a bad CPU without whatever filler Intel puts between the die and the case.In any case, Intel needs to allow for more thermal mass to reduce these thermal stresses of instantaneous temp changes. Has to be stressing the silicon and lead to more thermal stress failures."
678,0.155,0.845,0,-0.296,0.045011736,0.766548514,0.188439757,678,Gescheleche,5,Excelente.,,"Es un i9 13900k no hay que decir mucho, una bestia de procesador."
679,0.042,0.83,0.128,0.743,0.00792633,0.101988047,0.890085578,679,john g.,5,Beast of a CPU,,I have found the KF models overclock a bit better. This is a beast of a CPU and puts AMD fan boys to shame. This one is able to do 6.0 GHZ all core at 1.40 volts with DDR5 running at 8000 mt's CL32.  Currently the best CPU you can buy at time of writing this.  Pair it with a 4090 and you have the fastest 4K gaming PC out.
680,0,1,0,0,0.291164666,0.608510196,0.10032513,680,David S.,5,This is a Beast CPU,,Title says it all....
681,0.197,0.523,0.28,0.4703,0.001590566,0.008769608,0.989639878,681,Construction Tech.,5,I have no complaints,,Works like it should and I have no complaints. It is very fast and I love it so far.
682,0,1,0,0,0.039187323,0.857234836,0.103577815,682,Sebastian,5,excelente producto,,"excelente compra, actualmente con mejor desempeÃ±o en juegos incluso que el 14900"
683,0.105,0.817,0.077,-0.3182,0.590940952,0.347482532,0.061576571,683,Crit,5,Great if you are adding a gpu,,"Remember F and K means no cpu based graphics. So as long as you are installing a gpu, you're fine. Even if your motherboard has video outputs, you cant use them.This only becomes a problem if you have to troubleshoot and it COULD be the gpu."
