Name,Stars,Title,Date,Description
Cina Galloni,2,Overpriced,N/A,"Performance leaves much to be desired at this price point. Fastest gaming CPU on the planet when I bought it (other than their special edition), but when you’re paying this much it better predict my every move and leave me with no processing time. Truly absolutely ludicrous pricing, same unreasonable pricing as NVIDIA. Buy a different intel CPU at half the price for a 5-10% performance difference instead. Same chips, different manufacturing luck."
albert,2,Overpriced,N/A,Overpriced
Rip,3,Smokin’ Hot and Not in a Good Way,N/A,Very fast CP.if you can keep it from throttling. Requires at leadt a 360mm AIO to even attempt to cool this thing. Pretty sure even the best air cooler would be overwhelmed. Intel needs to control their power draw and heat. It ois becoming an issue with their high end chips. It’s also way overpriced for what you get.
Doomsauce,3,Beware the poor quality control.,N/A,"This is an amazing processor, however I went through two defective, factory new, 13900KFs before I got one that actually worked. The errors from the defective chips ranged from flat-out not working to symptoms that resembled defective memory(which it wasn't as I had 3 sets of ram and 4 seperate M.2's to test).Roll your dice and hope you get a good one. Intel RMA took about 3 weeks per defective processor."
Cranky Customer,3,Good CPU!,N/A,"Liked everything about this item except for the packaging.  The CPU was inside the plastic protector but not secured inside the Intel branded box that the manufacturer placed it into.  When I received the package it made a sound like marbles dropping onto a glass top table!  I thought it was the end of the line for the CPU inside.  Wanted to send it back, but thought ahhhh, just give it a chance.  I did and it works fine.  I did take 2 stars for the lack of a decent packaging job by Intel.  For these prices, we are paying for better!"
ludax,3,Too hot,N/A,Even with a strong water cooling
Srimanth,3,"3.0 out of 5 stars
It can be more efficient I guess",N/A,"It is working almost same as my 10 yr old DELL XPS laptop, swapped with a SATA SSD, and i7 second gen processor. I don't know whats improved. But it's doing its job I guess.. in my 2 weeks of usage I have seen it's temprature rised above 80°C once. Wasn't expecting that from current refined and powerful generations. I am using liquid cooling on top of this. And yet it hit 80°C. What I was doing when that happened was trying to open a game. And one thing that I missed was to disable the integrated graphics because I have dedicated GPU. It was just for a moment the CPU was used during the game launch and after it started using the GPU. But until that switch happened, under less than a minute of CPU usage, it reached to 80°c. I mean since these are premium products, there should be some protection layers blocking such usages, and close the programs instead rather than hitting its performance.But anyways, I disabled the integrated device and then it's all smooth. Everything normal except for that one instance explained above. Parallel processing is still shitty though with Windows OS. Same kind of processors on Mac before Apple silicon came in were working more efficiently. So I guess it's prob with windows OS, but not processors."
Papu82,3,"colis  déchiré ,on croirait que l'on a cherché à voir l'interieur",N/A, it looks like we have tried� to see the inside.we will see in the assembly
Carlos Canales,3,"Amazing processor, but check your CPU power management in BIOS",N/A,"So, first thing's first. This is a genuinely powerful CPU that's been able to handle basically every task that I've thrown at it. It runs demanding tasks like encoding and gaming with ease.Now with that out of the way; Thermals. This thing gets hot, and I mean REALLY hot. If you're going with air cooling I strongly recommend a double tower, six/eight pipe Air cooler like the Corsair A115 or a Cooler Master MA824. If you are going the AIO route, anything LESS than a 360mm AIO will under perform. For that, go with any 360mm AIO from any brand of your choice. If you have the space, go with a 420mm AIO for the best results.Finally, there has been recent reports of CPU degradation and instability when using this CPU. I am using this with an asus ROG STRIX Z790-H motherboard and it basically JUICED the CPU like no tomorrow until I applied intel's Power settings for this CPU. This likely is the cause of the degradation. Be sure to check intel's website for recommended power settings. Also check your motherboard vendor for any bios updates as Intel has confirmed that many motherboard vendors are running the i9 13900k CPU out of intel's specifications.In conclusion here's my personal experience: The CPU functions, but I can not use Asus' AI Overclocking feature as I get a BSOD with the CLOCK_WATCHDOG_TIMEOUT error and apps will randomly crash. You probably shouldn't use any AI assisted overclocking feature if you can help it. Even running this at stock, there is still a substantial amount of performance in this CPU. If you have an older rig and are looking to upgrade your CPU, I would just wait for Meteorlake or just go with AMD.Final note: I am not using a contact frame on my motherboard for my CPU."
IndyToronto,3,Surprisingly Fast but watch out for corner chip escapes,N/A,"We set up multiple computing servers to run heavy video processing algorithms essentially continuously everyday - to make a long story short, we liked how fast this ran compared to the i7-11th gen we had from before.The surprising thing is one day among 8 essentially identical machines, we noticed one desktop that seemed much hotter than the others.  We hooked up measurement of power draw and temperature readings of the CPUs and was shocked that this one was drawing 450W as others were showing < 200W.  And temperature went up to 100C while the others were at 70C.One system had a glitch where if you ran python and import numpy, it would reboot.  We determined the problem was that PSU only supported +12V rail at 20A.  We switched to a 600W PSU that supports +12V @50A and it worked flawlessly.  So watch out that your PSU supplies sufficient amps at +12V.Ordered a replacement, replacement brand new would not boot up.  We swapped back old CPU from, and it boots up but runs hot again.  This one we had to reduce workload to 75% of other systems to cool it down.So 2 out of 10 desktops are defective  This is a huge surprise.  These systems had no GPU, only motherboard, 64GB of DDR5, and an SSD.  Has anyone else seen this?"
Eddy and Amelia,3,Firsr chip was a factory defect.,N/A,Built my new pc. Thermals on the chip were high. Over 100°c when benchmarking.Kept shutting down the system.Trouble shot my mobo/aio/bios for a couple days.Rralized it was a hot chip or a bad heat sensor in it.Got the new one today. 81°c  uder full load.Never know what ur gunna get.Now i get to wait 30 days for my money back.At least its sorted.
Alex,3,Keep a fire extinguisher,N/A,"""911 whats your emergency?"" ""My cpu caught my house on fire"""
Caleb Jackson,3,Ordered new but received open and used,N/A,Received CPU opened and used.
I R ALGAR,4,thank you its great,N/A,thank you its great
elviscera,4,Fast but runs very hot,N/A,"Concerning Intel Core i9-13900KF,I have this CPU with board ASUS ROG Strix Z790-E Gaming WiFi 6E LGA 1700 for gaming usage.  Once I discovered that I had to slow the memory down from the 6600MHz XMP rating to 6200MHz, the board/cpu combo has worked very reliably  (multiple passes of OCCT Gold stress test).  Just checking the XMP II box,  the 6200MHz box and the (so called) AI overclocking box in the bios gives a score of 40K on Cinebench R23 so it's plenty fast -- the loss of 400MHz memory bandwidth isn't a big deal.  I tried various other adjustments but the latter turned out to be sufficiently fast and very reliable.  My current chip has a Silicon Predictor(SP) of 99 (roll of the dice).  I suspect that higher SP levels while possible are rare.I am using a ARCTIC Liquid Freezer II 360  AIO which works OK but the CPU can run hot.  The mother board cooling prediction for said AIO is 155 but that is not really enough for this chip to run all out.  It is easy to get this CPU up to 100C using OCT Power Stress test.  While the CPU might run at 100C for a long time, it will not do it any good and it will not run reliably -- I needed to check the 90C max box in the bios to get it to pass the OCCT power stress test.  I have a RTX 4090 and in the OCCT power test the net system power gets up to 1100W.  Normal gaming so far never gets to such power levels but still worth considering.FWIW, I have had a CPU apparently fail from running the OCCT Power Stress test.  If you want to run this CPU all out with reasonable temps, you really need significant cooling.  I doubt any AIO will work for this.  I suggest an open loop system with something like a Watercool MO-RA3 420 PRO radiator.All said, If you are building a gaming system, you would be just as well served with a ASUS ROG Strix Z690-E and a i9-12900KF CPU.  It will be easier to cool and will save you some money for a better graphics card which will make *much* more difference in most games than the CPU."
John M. Macros,4,Faster than expected,N/A,"Havent used intel in a long time, glad I went with it and an aio cooler"
José Luis Ballesteros,4,FÁCIL DE INSTALAR,N/A,okay product
Rob,4,Fast but runs hot,N/A,"This CPU is extremely fast but it gets hot under load. Even with my Thermaltake Toughliquid AIO360 it still reached 90 degrees while playing Cyberpunk on ultra settings. While it’s considered safe up to 100 degrees, I’m not comfortable with that much heat. May end up building a custom loop for better cooling."
Gary M.,4,This Puppy Runs HOT,N/A,"Got it attached to a 360 radiator, able to cool it perfectly -- But after around 10 minutes of gaming, my room turns into a sauna!"
Bheku,4,"Works, but with needed system configuration",N/A,"I initially got a 13700K, but grabbed this after and snubbed the 14 gen. I upgraded from 8700K, ***which is still a very capable cpu even today, but due to the demands of certain programs the 13900K is handling them better than the 13700K so far.Fingers crossed to hoping it will not fail in future. There are well documented power issues that Intel and their partners have with the 13th, 14th gen. May be an upsell to the upcoming ultra line of cpus?So you have to take this into account and modify your motherboards bios, and follow Intel's suggested settings.I will update this review if anything come up."
David W. Knight,4,Gaming,N/A,"Got it for my gaming machine, but all my games crashed when trying to play."
Oscar Burga,4,"Great processor, but failed quickly",N/A,"This CPU unit is a beast, upgraded from a i7 8700k...the improvement was HUGE. Doubled my FPS in WoW, and there is no more lag! Nevertheless, after 6 months of regular use, it started failing...many kernel errors until it finally became useless. I could, somehow, return it to INTEL (from Perú to USA). Great support outside US...but such a complex and expensive unit cannot fail that quickly without heavy usage, at least in my opinion."
Prodigy,4,"Great CPU, go with an i5 or i7 if just gaming though",N/A,"Using Phantek Glacier D30 360mm cooler, during heavy stress load it gets around 82-84C. Just gaming in heavy modded Skyrim, FFXIV, and Total Warhammer 3 stays around 50-55C.Those complaining about temps higher than that while just gaming likely do not have their cooler mounted properly or too low end of a cooler.Make sure coolers plastic film is removed from metal block if it has that, apply plenty of thermal paste if cooler doesnt come pre applied with any, and evenly screw on the mounting screws to keep pressure as evenly as possible till all are set."
Lyd S.,4,"So far, so good",N/A,"This was bought for my son's custom build gaming  computer.Only a few weeks in, but I haven't heard any complaints from him."
Daniel Zuniga,4,Recommend Extreme Caution,N/A,"This thing puts enough heat out to power a thermal generator, and I really am not kidding. Water cooling ONLY unless you want to melt your board or destroy the high dollar part. I would also recommend a large radiator too, 3 fan coverage. This thing is an excellent space heater.Outclasses thread ripper by almost double its paces per benchmarking in multicore. Handles everything I throw at it then yawns at me as if it was boring and mediocre work.Simply put, leader of the pack right now and handles literally anything I’ve tried to hit it with, even running multiple games at once (when combined with a good GPU, naturally).I have zero complaints. I’ve learned to hate a lot of intel items over the years, but this truly is a marvel."
Wahub,4,it's pretty Good but not enough power for RTX 4090 & 4080,N/A,"It comes with CPU only in a box & without a Fan, so you need to buy an LGA1700 Fan Support, it running Quit Good, but not the Greatest yet for RTX 4090, 4080, because the GPU usage will reach 95-98, it doesn't go %99 all the times so there's a bit of CPU bottleneck even at 4K Resolution & it gets even worst CPU bottleneck in 1440p or 1080p, so i think the Core i9-14900K or 15900K will get the job done no CPU bottleneck, i used this with ASUS ROG Strix Z790-F Gaming DDR5 it works great!Thanks to the seller is Trusted!"
Snowstorm,4,Too hot,N/A,This processor produces too much heat. Forget obout overclocking (I tried Intel utility). In overclocked mode the processor consumes over 300W and heats to over 100C even with the best cooler. Without overclocking it consumes about 250W and heats up to 89C under the full load (which is acceptable).
Gabriel,5,I9,N/A,Excelente 
Maicor Hernández,5,Exelente,N/A,I received what I bought in a timely manner
Zachary Stevens,5,Performance and consistency King,N/A,"If you value the best gaming performance, workstation, content creation and overall consistency in performance. The I9 13900k is the best consumer CPU on the market. Paired with a Z790 motherboard, while tuned and with very fast DDR5 ram. The I9 13900k is significantly faster than AMD’s Ryzen 9 7950x in gaming and consistently faster in most workstation applications. If you want the best this is it."
michelle r.,5,It's is a BEAST,N/A,It is the single fastest processor in the world and it is great for it's price! It's 24 cores are a little disappointing because 16 of the 24 cores are efficiency cores leaving 8 cores to be the more powerful performance cores. The processor is unlocked and it can reach 5.8GHz! It is absolutely crazy! It is 100% worth it but make sure you have an AIO to keep it cool.
Carlos,5,One of the most powerful processors in the market!,N/A,Would recommend it for your battle station. I could not be happier.
LeonZombie,5,Amazing for everything.,N/A,You want quality? You pay for quality. You get quality with this cpu.
Natasha,5,Will not need a upgrade for a couple of years,N/A,Amazing. Really happy with the performance. Won't need to upgrade for a few years
CRAIG DUFFY,5,Nothing but the best,N/A,Super speed great quality 👌
thebutlersebas,5,the shear power that i weld is amazing,N/A,i like the shear process that i can do with my work and gaming and vr gamesthe only thing that i dislike is about is the price that's it
Hayes,5,100% right out of the box,N/A,Perfect right out of the box. Nice packaging 13900 is a beast. Running on 1350W PSU with water cooling sitting at 38c under load.
emmanuel,5,Perfect,N/A,No issue.work well handle all task with ease. Smooth and stay cool with à big noctua dh15 at 46degree
Vantha S.,5,Great CPU,N/A,Fast
Nick B,5,Insane performance,N/A,"Cinebench R23 scores: 40,345 MT / 2,284 STUpgrading from the Ryzen 5950X, this processor has some significant uplift, particularly in the single-core speed. Minimal overclocking headroom as Intel has already milked 90% of the performance on stock settings. However, with some tweaking, you're likely to get up to 6.2 Ghz boost behavior for single-core loads, and bump up the all-core boost to 5.7 Ghz (up from 5.5 Ghz stock). With some further tweaking of the voltage-frequency curve, you could probably tweak this even further. I'm not a big fan of all-core overclocks on these type of processors, as you will lose the boosting single-core speed. In my opinion, this processor shines for gaming because of its single-core boosting performance.Memory controller has been significantly improved over Alder Lake. I was easily able to get my DDR5 6400 XMP profile running without any tweaking. I'm pretty sure this can be easily pushed further, but it seems like around 6400 Mhz memory is the roughly the sweet spot in terms of price vs performance.Very power hungry, but despite the bad reputation from reviewers, the power consumption can be easily tamed. If you run power limits unlocked, you will likely be thermal limited due to thermal throttling at 100c. However, you don't need unlocked power limits - you're talking about a very small 5-10% performance uplift but using >100W more power to achieve this. I would suggest running it at stock power limits, or unlocked power limits but seriously consider undervolting.On a final note, I wouldn't consider getting the rumored 6.0 Ghz version of the 13900K in the future. The current 13900K can easily be pushed to >6 Ghz boost speeds and will save you money."
s,5,good . temp issues are overblownw,N/A,"i upgraded from 5900xt. I got the msi board z690 -a for 159, and this the 13900kf. I ‘ve been wanting a cpu with an IGPU for years, but couldn’t justify the price increase on the gpu version. I actually use a dgpu but it really is convenient, and they can be used to accelerate some work. Again, before you judge i'm using this for work, productivity. NOT gaming. I would spend 200 for a gaming cpu.my use case is productivity. i’m a developer, and this is the sole reason i upgraded. I was fighting windows freezing and slowing down during a lot of my workflows. I use wsl intellj, docker, react apps java etc, often at the same time. It’s pretty noticeable the improvement. It really helped.  Like that i could use ddr4 for now since the boards are about 150 it was acceptable.Heat: The cpu gets a bad reputation due to heat and wattage. I put this in the bucket frankly that amd got as well. I mean it’s fine they are using as much power as needed to maximize perf. I limited the cpu to 250w, and it runs on a d15 cooler than my 5900, Full load can get up to high 80c, but working is 30’s. you lose very little perf by running it more in the zone. I don't know about other boards but that msi one sure makes it easy and the price if right.About the cpu: it has a ton of cores, I didn't need to buy ddr5--  i need quite a lot of ram and it still costs too much for the benefit it provides in my workload. The memory controller on 13gen is far better than ryzen 5000 series. I couldn't before get my ddr4 stable at 4000 on the 5900x and it did it on the intel one immediately. Indeed i was even able to tighten up the timings just a touch. So modern processors (and i'd assume the amd ones as well) have made welcome improvements to memory support. Id' say if you don't need as much ram say 32gb, and you don't have ddr4 already to tide you over i'd consider getting ddr5 though.  I mean nothing is cheaper than what you have and 4k speed is fine. If i had nothing or maybe some old ram i'd go w/ ddr5.Price: For 570 it’s decent deal here. It is more than i love spending, but for what you get it is a lot better than what amd is offering at the time i write this which was 700.I do wish intel supported board reuse down the line, but that even can. be overblown (to an extent, and only an extent) though it's a selling feature to me frankly reuse!! I had to really think about that. I don't understand why intel is so stubborn on this subject.  with my amd cpu i went from 2700x to 5900x and the board went from a 470 to 570 because i waned more io and better pcie but i also gave that board to my kid and upgraded it one time. With intel especially I mean i just buy cheap boards anyway and upgrade more because there are a ton of features that get added half the time. I usually try to spend about 150 on a board, though it. is getting harder but it would be more my preference. I 'm not really onboard with the 600 motherboards. Is there a  300 one in-between i guess so but that's equally unappealing to me esp w/ out the upgrade.Tips/A rant if you will: trust me on this that msi board for 159 is so amazing. It really works great. don’t worry about the vrm. that’s also very overblown too. you can go calculate the amperage this will not come close. ALso msi is a great brand and the bios is easy to navigate. If you want fancy audio buy a dac that you can reuse and plug into usb and keep reusing it. Just think about what you really need in there. The msi board has a nice selection of pcie slots and well placed nvme. I use multiple gpu one nvidia gpu quatro for encoding (its a small one) and and amd one 6900 i bought for 570 for gaming. I just really love the layout connectivity and features of the board. They cut all the stuff i don't need and pared with the cpu it's all together about 700 for a cpu and board, pretty much as good as you can get."
Kevin,5,i9 13900kf,N/A,super avec intel tu trompe pas vous etre sa coche
NatureWhish,5,Super Produit !,N/A,"livraison rapide, produit a la hauteur des performances."
Barry,5,"Would never buy it again, but really glad I did.",N/A,"This thing runs SO HOT. It literally tries to destroy itself.A lot of people underclock it to avoid the heat issues, but I instead just monitor it closely.Make certain you have a strong CPU cooler. Under load (GTA5 for instance) it absolutely will hit 90c+.I mostly use it for work (npm), where it shines. Dropped my built times from a Ryzen 7 from 15/20 minutes down to 5 minutes, which is Massive.I LOVE this cpu, but it is 100% a room heater. If you live in a cold climate and can open a window, this thing will Love your house. If you live in south texas and it's summer time, good luck!"
Amazon Customer,5,Awesome,N/A,Runs great
fbN,5,purchase this one,N/A,The best
Anthony,5,This right here is a top notch,N/A,"Always been a fan of intel, the i9 13gen... is fire! Wouldn't get anything less."
Customer 2023,5,Fast,N/A,"It's fast, and works better than my space heater for keeping the desk undersides warm. Too warm, really.UPS says the computer is using 575 watts during the CPU stress test, about 175 watts at idle. TPU is 253w ... so with the 80%+ PS inefficiency, 300w makes sense.When using the 3080 GPU with the i9 CPU ... well, the heat coming from the case is similar to a 1000w space heater, really. Now reconsidering my choice for only an 850w PS. 1000w would probably be a better idea for this beast.As for speed. That's relative. But I am coming from an i9-7900x, and this is 3x faster, and it feels 3x faster. Memory is slower, (4ch vs 2ch) -- so I had to use DDR5-6400 to get a similar memory bandwidth. Lost some latency, but the overall effect is the thing still seems plenty fast.I dislike the way the CPU case instantly jumps to 100c -- no thermal mass what-so-ever in the CPU case. Or I have a bad CPU without whatever filler Intel puts between the die and the case.In any case, Intel needs to allow for more thermal mass to reduce these thermal stresses of instantaneous temp changes. Has to be stressing the silicon and lead to more thermal stress failures."
Gescheleche,5,Excelente.,N/A,"Es un i9 13900k no hay que decir mucho, una bestia de procesador."
john g.,5,Beast of a CPU,N/A,I have found the KF models overclock a bit better. This is a beast of a CPU and puts AMD fan boys to shame. This one is able to do 6.0 GHZ all core at 1.40 volts with DDR5 running at 8000 mt's CL32.  Currently the best CPU you can buy at time of writing this.  Pair it with a 4090 and you have the fastest 4K gaming PC out.
David S.,5,This is a Beast CPU,N/A,Title says it all....
Construction Tech.,5,I have no complaints,N/A,Works like it should and I have no complaints. It is very fast and I love it so far.
Sebastian,5,excelente producto,N/A,"excelente compra, actualmente con mejor desempeño en juegos incluso que el 14900"
Crit,5,Great if you are adding a gpu,N/A,"Remember F and K means no cpu based graphics. So as long as you are installing a gpu, you're fine. Even if your motherboard has video outputs, you cant use them.This only becomes a problem if you have to troubleshoot and it COULD be the gpu."
mudbone,5,Overclocked to 5800,N/A,Seems to run pretty cool using the Corsair H115i water cooler and overclocked to 5800 on the EVGA Z790 Dark Kingpin with G.Skill Trident 8000 memory. Only had it installed and overclocked for about a week now but I have not seen it reach 50c yet. I play a lot of COD MW2.
Gibby,5,PERFORMANCE,N/A,"Insane processor, I put this thing on an H770 plus motherboard. Blazing fast cpu, 24c,32t this thing eats everything i throw. Fortnite 1.2k fps at 1080p, minecraft 1.3kfps at 1080p just all around winner; future proof i expect to get a good 8-10 years or so out of this cpu"
Xterminator,5,Just wow,N/A,"I water cooled this chip just for longevity not for overclocking. My last computer was similar but had a i7 9800x which still runs great, but was 5 years old and time for an upgrade. Well worth the cost over AMD for gaming."
Bin Ma,5,good cpu,N/A,"Even 14900 is close at hand, 13900 is still powerful to  handle any task. The temperature is higher than it’s competitor 7950x3d but still can be controlled by any 360mm water cooler"
Yishay Ben-Shimol,5,The Beast,N/A,"It is an overall winner, there is nothing that you cannot do with it!"
Jason C.,5,Upgraded from an 8th gen,N/A,"These CPU's are throttled by temps & bottle necked by how good your CPU cooler is. Once 100 degrees is hit performance is throttled to maintain-but-not-exceed that temperature.  In heavy workloads that can happen almost immediately, so the more heat your cooler can dissipate the longer the CPU can sustain faster speeds.  A completely bottom-tier air-cooled noctua is sufficient to keep this CPU happy and you'd probably never know you're leaving some performance on the table.I upgraded from an 8th gen and the performance gain is huge."
william preyer,5,Perfect for my gaming machine,N/A,Great choice of you are going to not need on board video. Runs cool with my AIO and shreds anyulti tasking I have thrown at it.
Amazon lover,5,Fast CPU is fast!,N/A,"Got this when it was $574, best purchase ever.  I have it undervolted and underclocked and it's running at 5.2ghz on the P cores and 4.3ghz on the E cores at 220w with less than 1.2v under full load with air cooling and paired with G. Skill DDR5 7600mhz memory and an RTX 4090.Highly recommend this CPU, can't say that enough.  If you don't like the stock power config, you can easily change it to whatever you want and make it far more efficient."
Lauren Nuckols,5,Quick delivery,N/A,Delivered quick and worked perfect!
Happy Server Buyer,5,works as well as a server CPU.,N/A,Review of i9-13900K. Fast and Snappy and better performance than a Threadripper 3970 at a fraction of the price.Attention to heat is a must but it does not crash. Like a server it throttles back and completes the task.Replacing my 12900k with the 13900KF was a great move. I am using an Asus Z690 but have ordered a Supermicro Board with built in IPMI.  x13sae-f.  This CPU going to set the trend for quite a while.Roe56685.
Troy,5,More processing power than you'll ever know what to do with.,N/A,"If paired with a good cooling system, an experienced overclocker will see amazing power. Currently stable at 6.1 GHz (2 cores) and 5.7 on remaining P-cores. E-cores are modestly overclocked to 4.5. Running a 360 AIO fitted to an open-air case being blasted by cool air from a large fan. Can never get hot enough to throttle."
Ryan Peck,5,Very good,N/A,A great processer for Blender and gaming. 24 cores is a bit overkill but i dont need to worry about bottlenecking any graphic cards
Fred H,5,Top of the line CPU and now I see why.,N/A,I upgraded from an i9 9900k overclocked. These 13900K series CPUs do have a high temperature issue so water cooling and under volting is a must to avoid thermal throttling. But other than that the processor is fast!
Cyrus,5,No fan included,N/A,"Great cpu, but this one has no fan and no gpu, you need to buy a separate gpu"
Austin,5,So fast,N/A,Love it- just super fast !
Niclas Jones,5,Fastest CPU out there,N/A,"While prices are kinda wonky, managed to get it on sale below msrp and very noticeable perform jumps from my old 11th gen i7. Super happy with it. Hardest part was finding a motherboard that can handle it while matching my pc look."
Aayan,5,BEAST,N/A,What can I say its a beast. Went from Ryzen AMD 3600 to this beast
J and A,5,It does the 1's and 0's thing good.,N/A,"Thing runs HOT, get a water cooled something for it, I went Noctua air tower. no bueno."
Hsin Giftshop,5,Intel all the way,N/A,will always choose intel
Lewis Lawrence,5,Unbelievable speed,N/A,"Definitely makes a difference, but only if you have a system that matches what your GPU is putting out to prevent the CPU bottleneck."
L33TF33T,5,50-70 c gaming,N/A,It works the temps are fine for gaming
Anna C.,5,"Buy at MSRP, best cpu on the market",N/A,"If you can find it at MSRP, it's easily the best cpu on the market. Upgrade now!"
Jessica/Sweetie Bhosle,5,"5.0 out of 5 stars
Great performance",N/A,Cool processor
Nitin Gupta,5,"5.0 out of 5 stars
It's a beast nothing much to say",N/A,This processor is all-rounder for every tasks you do on PC from small to CPU intensive applications. If you are looking for vast performance with heavy production tasks this is very nice to have. Best to use with Motherboard DDR5 and PCI-E 5.0 supported motherboards.
Gurjant Singh,5,"5.0 out of 5 stars
Great product",N/A,Thanks 
Adnan,5,"5.0 out of 5 stars
New Generation with Next Gen Power with 24 Cores and 32 Threads",N/A,"The Intel Core i9 13900K is an absolute powerhouse! Its blazing speeds and unrivaled performance have transformed my computing experience. Multitasking is a breeze, and demanding applications run seamlessly. The advanced technology and impressive efficiency make it a must-have for any tech enthusiast. Truly a 5-star gem!I recommend this CPU for 8K gaming and stream."
Sameer Sharma,5,"5.0 out of 5 stars
Nice processor",N/A,Nice processorGood performanceGood over clockingNice performanceTakes loadsGetting god fps in all games like gta5 etc
Leonard,5,good,N/A,good
El JJ,5,Increíble desempeño,N/A,great product indeed
Mlepage,5,A MONSTER,N/A,perfect
José M.,5,"Maquinón, que rendimiento.",N/A,top notch
philip,5,nice cpu,N/A,very good cpu.
j,5,Great product,N/A,"I love it, works great. I paired this with 128GB using G.SKILL Ripjaws S5 Series (Intel XMP 3.0) DDR5 RAM 64GB (2x32GB) 5600MT/s CL28-34-34-89 1.35V Desktop Computer Memory UDIMM - Matte Black (F5-5600J2834F32GX2-RS5K), this is the fasted 5600 MT/s DDR5 I could find on Amazon at the time of purchase and I specifically chose the 5600 MT/s because as it is advertised on Intel's website for the i9-13900k. It works really good, very very fast, and can ***multi task heavy software like they're nothing*** and with a push pull AIO it averages around 28*C and when I'm gaming it stays around 50-40*C with graphics maxed out. Much love and gratitude to Intel! This works great with gaming and also data science, which work is the main reason I bought this. I also used the Thermal Grizzly - KryoSheet (38x38x0,2mm) for this as well so I don't have to worry about paste drying up on my i9 <3 and lemmy tell you it fits PERFECTLY and pairs well with a CPU contact frame too, and after almost half a year I've yet to have any problems, only good results."
CrackedNamless,5,Intel® Processore desktop Core™ i9-13900K,N/A,great
,,,,
Paolo Anderlini,5,Il top,N/A,Super
vanderlim ferreira da silva junior,5,Vale a pena,N/A,very good
Andres Medran Urquizo,5,"Excelente procesador, pero se calienta mucho",N/A,"very good product problema es que no trae ventilador, y se calienta demasiado, si quieres hacer overclock ganas mucho poder de procesamiento, pero vas a requerir un disipado con la suficiente capacidad para enfriarlo, no cualquiera te va a servir"
Yoh capps,5,Top,N/A,Excellent product
Denis Prefontaine,5,Super processeur,N/A,In my opinion it's the best processor for gamers
Ramon Lepe Alejandrez,5,"Todo Ok, bien empaquetado",N/A,Everything came well. I really liked the care of the packaging of the product. Very well.
Elijah Stephens,5,Great CPU,N/A,"So I am no tech guru or anything.  I cannot delve into the technical nuances of this cpu like some can.  What I can tell you is this.  The i9-13900k has significantly increased my productivity.  Being able to run multiple CPU heavy applications completely changed the way I work.  Yes I know this CPU runs notoriously hot, but it seems a good quality AIO tames it well.  I have the 13900k running on an Gigabyte Z790 Aorus Master X motherboard with 128 gigs of ram and I use the NZXT Kraken 360 Elite to cool it.  The Kraken Elite does manage the heat well and my systems idles at 28-29 degrees.  This CPU is way overkill for a gamer, but for someone like me that does a lot of 3D modeling and rendering, its great.  I do have the cpu slightly overclocked using the Intel Extreme Tuning Utility in automatic overclock.  I have not had any crashes and havent noticed any thermal throttling at all with this setup."
Morgan,5,Gaming Powerhouse Unleashed: A Positive Review of the Intel Core i9-13900K Gaming Desktop Processor,N/A,"The Intel Core i9-13900K Gaming Desktop Processor has completely redefined my gaming and computing experience, offering a level of performance that's truly in a league of its own. With an impressive 24 cores, this processor delivers raw power that translates into seamless gaming, multitasking, and content creation.To start, the processing prowess of the Intel Core i9-13900K is jaw-dropping. The 24 cores and 48 threads make it a true powerhouse, capable of handling the most demanding tasks with ease. Whether it's immersive gaming, 3D rendering, video editing, or complex simulations, this processor doesn't break a sweat.The gaming performance is a standout feature. With its high clock speeds and multithreading capabilities, the i9-13900K ensures buttery-smooth gameplay even in the most graphically intensive titles. The ability to run background applications without compromising gaming performance is a game-changer for streamers and content creators.Multitasking reaches new heights with this processor. The 24 cores enable effortless switching between applications, ensuring a seamless workflow even with resource-hungry software. Whether I'm editing videos, running virtual machines, or working on complex projects, the processor's performance remains consistently impressive.The Intel Core i9-13900K's compatibility with the latest technologies is worth noting. Support for PCIe 5.0 and DDR5 memory allows for lightning-fast data transfer speeds and optimal memory performance, further enhancing the overall computing experience.Thermal management is another area where this processor shines. The advanced cooling solutions and efficient power consumption ensure that the processor maintains optimal temperatures under heavy loads, contributing to its long-term reliability.In conclusion, the Intel Core i9-13900K Gaming Desktop Processor has exceeded my expectations in terms of performance, gaming prowess, multitasking capabilities, technology integration, and thermal management. Its 24 cores offer a level of processing power that's perfect for gamers, content creators, and professionals seeking exceptional performance across the board. If you're looking to elevate your gaming and computing experience to unprecedented heights, the Intel Core i9-13900K is undoubtedly a worthy investment. It has earned my highest praise and has become the centerpiece of my high-performance desktop setup."
Martin Joannette,5,Livraison rapide,N/A,"I bought� an identical one 1 year ago and it worked� very well until a month ago. For some reason it stopped� working and I already had to�replace it. For the moment, it is working well. Hoping�that it will last more than a year this time. Am I only unlucky�� or is there a problem with this CPU"
jaime alberto salas reyes,5,Muy buen procesador llego muy rapido,N/A,"I would wait for the new meteor lake to come out if someone is thinking of buying it in 2023, either to buy meteor lake or to wait for it to drop in price a little"
Mark Anderson,5,A beast,N/A,"This thing is a beast. I don't even need to overclock it. It's amazing how fast it can actually do everything I throw at it. 3D rendering, zipping folders, Unreal Engine 5.0 works, installing big softwares..anything. Add a liquid cooling system and this thing will do anything you ask it to without problems."
